,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
50=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
60=70,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
60=80,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
60=90,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
60=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
70=80,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
70=90,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
70=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
80=90,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
80=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
90=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
